"Plot Title: 10596690_Birds_Mammals_Range"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10596690, SEN S/N: 10596690)","RH, % (LGR S/N: 10596690, SEN S/N: 10596690)"
77,06/09/23 03:28:37 PM,75.515,52.065
78,06/09/23 04:28:37 PM,75.819,51.551
79,06/09/23 05:28:37 PM,76.167,51.038
80,06/09/23 06:28:37 PM,75.776,51.294
81,06/09/23 07:28:37 PM,74.908,52.302
82,06/09/23 08:28:37 PM,73.222,54.397
83,06/09/23 09:28:37 PM,72.100,55.800
84,06/09/23 10:28:37 PM,71.325,56.912
85,06/09/23 11:28:37 PM,70.767,57.696
86,06/10/23 12:28:37 AM,70.250,58.450
87,06/10/23 01:28:37 AM,69.865,58.998
88,06/10/23 02:28:37 AM,69.564,59.491
89,06/10/23 03:28:37 AM,69.348,59.777
90,06/10/23 04:28:37 AM,69.264,59.861
91,06/10/23 05:28:37 AM,69.134,60.062
92,06/10/23 06:28:37 AM,69.049,60.298
93,06/10/23 07:28:37 AM,69.006,60.689
94,06/10/23 08:28:37 AM,69.134,60.427
95,06/10/23 09:28:37 AM,69.606,59.769
96,06/10/23 10:28:37 AM,70.293,58.883
97,06/10/23 11:28:37 AM,71.110,57.418
98,06/10/23 12:28:37 PM,72.144,56.361
99,06/10/23 01:28:37 PM,72.574,56.304
100,06/10/23 02:28:37 PM,73.913,54.702
101,06/10/23 03:28:37 PM,74.388,54.178
102,06/10/23 04:28:37 PM,74.822,53.867
103,06/10/23 05:28:37 PM,74.345,55.205
104,06/10/23 06:28:37 PM,73.265,56.516
105,06/10/23 07:28:37 PM,72.444,57.592
106,06/10/23 08:28:37 PM,71.627,58.599
107,06/10/23 09:28:37 PM,71.067,59.317
108,06/10/23 10:28:37 PM,70.637,59.738
109,06/10/23 11:28:37 PM,70.293,60.104
110,06/11/23 12:28:37 AM,69.993,60.382
111,06/11/23 01:28:37 AM,69.735,60.420
112,06/11/23 02:28:37 AM,69.564,60.435
113,06/11/23 03:28:37 AM,69.348,60.476
114,06/11/23 04:28:37 AM,69.177,60.704
115,06/11/23 05:28:37 AM,68.963,61.018
116,06/11/23 06:28:37 AM,68.833,61.189
117,06/11/23 07:28:37 AM,69.049,60.844
118,06/11/23 08:28:37 AM,69.906,59.399
119,06/11/23 09:28:37 AM,70.938,57.742
120,06/11/23 10:28:37 AM,71.712,56.604
121,06/11/23 11:28:37 AM,72.919,54.934
122,06/11/23 12:28:37 PM,72.315,56.314
123,06/11/23 01:28:37 PM,72.660,55.970
124,06/11/23 02:28:37 PM,73.395,54.848
125,06/11/23 03:28:37 PM,73.092,55.197
126,06/11/23 04:28:37 PM,72.531,56.610
127,06/11/23 05:28:37 PM,71.884,57.668
128,06/11/23 06:28:37 PM,71.281,58.262
129,06/11/23 07:28:37 PM,71.024,58.547
130,06/11/23 08:28:37 PM,70.466,59.203
131,06/11/23 09:28:37 PM,70.036,60.051
132,06/11/23 10:28:37 PM,69.649,60.746
133,06/11/23 11:28:37 PM,69.348,61.083
134,06/12/23 12:28:37 AM,69.134,61.246
135,06/12/23 01:28:37 AM,68.963,61.351
136,06/12/23 02:28:37 AM,68.749,61.362
137,06/12/23 03:28:37 AM,68.619,61.502
138,06/12/23 04:28:37 AM,68.491,61.883
139,06/12/23 05:28:37 AM,68.320,62.169
140,06/12/23 06:28:37 AM,68.320,62.199
141,06/12/23 07:28:37 AM,68.535,61.826
142,06/12/23 08:28:37 AM,69.391,60.450
143,06/12/23 09:28:37 AM,71.067,57.875
144,06/12/23 10:28:37 AM,72.358,55.945
145,06/12/23 11:28:37 AM,72.531,55.339
146,06/12/23 12:28:37 PM,74.129,53.311
147,06/12/23 01:28:37 PM,75.385,51.613
148,06/12/23 02:28:37 PM,75.862,51.111
149,06/12/23 03:28:37 PM,75.994,50.962
150,06/12/23 04:28:37 PM,76.428,50.391
151,06/12/23 05:28:37 PM,76.384,50.292
152,06/12/23 06:28:37 PM,76.255,50.283
153,06/12/23 07:28:37 PM,74.518,51.957
154,06/12/23 08:28:37 PM,73.222,53.647
155,06/12/23 09:28:37 PM,72.315,54.606
156,06/12/23 10:28:37 PM,71.627,55.947
157,06/12/23 11:28:37 PM,70.981,57.099
158,06/13/23 12:28:37 AM,70.507,57.951
159,06/13/23 01:28:37 AM,70.122,58.806
160,06/13/23 02:28:37 AM,69.865,59.487
161,06/13/23 03:28:37 AM,69.606,59.982
162,06/13/23 04:28:37 AM,69.391,60.419
163,06/13/23 05:28:37 AM,69.177,60.704
164,06/13/23 06:28:37 AM,69.091,60.757
165,06/13/23 07:28:37 AM,69.348,60.233
166,06/13/23 08:28:37 AM,70.293,58.638
167,06/13/23 09:28:37 AM,71.454,56.737
168,06/13/23 10:28:37 AM,72.747,55.138
169,06/13/23 11:28:37 AM,73.265,54.744
170,06/13/23 12:28:37 PM,74.172,53.377
171,06/13/23 01:28:37 PM,75.429,51.869
172,06/13/23 02:28:37 PM,76.167,51.102
173,06/13/23 03:28:37 PM,76.820,50.642
174,06/13/23 04:28:37 PM,76.777,50.925
175,06/13/23 05:28:37 PM,76.689,51.045
176,06/13/23 06:28:37 PM,76.951,50.525
177,06/13/23 07:28:37 PM,76.906,50.299
178,06/13/23 08:28:37 PM,74.647,53.163
179,06/13/23 09:28:37 PM,73.351,54.751
180,06/13/23 10:28:37 PM,72.444,56.015
181,06/13/23 11:28:37 PM,71.798,56.735
182,06/14/23 12:28:37 AM,71.197,57.456
183,06/14/23 01:28:37 AM,70.680,58.180
184,06/14/23 02:28:37 AM,70.207,58.875
185,06/14/23 03:28:37 AM,69.778,59.571
186,06/14/23 04:28:37 AM,69.348,60.203
187,06/14/23 05:28:37 AM,69.177,60.552
188,06/14/23 06:28:37 AM,69.049,60.753
189,06/14/23 07:28:37 AM,69.348,60.385
190,06/14/23 08:28:37 AM,69.692,59.807
191,06/14/23 09:28:37 AM,70.423,58.894
192,06/14/23 10:28:37 AM,70.551,59.088
193,06/14/23 11:28:37 AM,71.024,58.578
194,06/14/23 12:28:37 PM,72.014,57.370
195,06/14/23 01:28:37 PM,72.833,56.883
196,06/14/23 02:28:37 PM,73.351,55.903
197,06/14/23 03:28:37 PM,73.697,55.558
198,06/14/23 04:28:37 PM,73.740,55.779
199,06/14/23 05:28:37 PM,74.172,55.129
200,06/14/23 06:28:37 PM,74.475,54.810
201,06/14/23 07:28:37 PM,73.135,56.567
202,06/14/23 08:28:37 PM,72.057,57.898
203,06/14/23 09:28:37 PM,71.368,58.607
204,06/14/23 10:28:37 PM,70.851,59.206
205,06/14/23 11:28:37 PM,70.466,59.631
206,06/15/23 12:28:37 AM,70.165,59.970
207,06/15/23 01:28:37 AM,69.949,60.287
208,06/15/23 02:28:37 AM,69.735,60.632
209,06/15/23 03:28:37 AM,69.521,61.038
210,06/15/23 04:28:37 AM,69.348,61.417
211,06/15/23 05:28:37 AM,69.177,61.764
212,06/15/23 06:28:37 AM,69.091,61.756
213,06/15/23 07:28:37 AM,69.177,61.704
214,06/15/23 08:28:37 AM,69.521,61.371
215,06/15/23 09:28:37 AM,70.165,60.427
216,06/15/23 10:28:37 AM,71.238,58.872
217,06/15/23 11:28:37 AM,72.187,57.601
218,06/15/23 12:28:37 PM,73.654,55.554
219,06/15/23 01:28:37 PM,73.783,55.782
220,06/15/23 02:28:37 PM,74.865,54.466
221,06/15/23 03:28:37 PM,74.952,54.629
222,06/15/23 04:28:37 PM,75.429,53.978
223,06/15/23 05:28:37 PM,75.515,53.890
224,06/15/23 06:28:37 PM,74.822,54.931
225,06/15/23 07:28:37 PM,74.043,56.611
226,06/15/23 08:28:37 PM,72.963,58.129
227,06/15/23 09:28:37 PM,72.230,59.234
228,06/15/23 10:28:37 PM,71.670,60.042
229,06/15/23 11:28:37 PM,71.281,60.740
230,06/16/23 12:28:37 AM,70.938,61.378
231,06/16/23 01:28:37 AM,70.637,61.775
232,06/16/23 02:28:37 AM,70.380,62.327
233,06/16/23 03:28:37 AM,70.165,62.519
234,06/16/23 04:28:37 AM,69.949,62.952
235,06/16/23 05:28:37 AM,69.735,63.263
236,06/16/23 06:28:37 AM,69.649,63.436
237,06/16/23 07:28:37 AM,69.735,63.263
238,06/16/23 08:28:37 AM,70.165,62.700
239,06/16/23 09:28:37 AM,70.767,61.817
240,06/16/23 10:28:37 AM,71.712,60.229
241,06/16/23 11:28:37 AM,72.444,59.375
242,06/16/23 12:28:37 PM,73.567,57.841
243,06/16/23 01:28:37 PM,75.646,55.279
244,06/16/23 02:28:37 PM,76.210,54.886
245,06/16/23 03:28:37 PM,76.471,55.064
246,06/16/23 04:28:37 PM,76.428,55.373
247,06/16/23 05:28:37 PM,76.645,54.858
248,06/16/23 06:28:37 PM,77.169,53.958
249,06/16/23 07:28:37 PM,76.255,55.265
250,06/16/23 08:28:37 PM,74.865,57.114
251,06/16/23 09:28:37 PM,73.740,58.626
252,06/16/23 10:28:37 PM,73.006,59.424
253,06/16/23 11:28:37 PM,72.315,60.343
254,06/17/23 12:28:37 AM,71.884,61.007
255,06/17/23 01:28:37 AM,71.497,61.641
256,06/17/23 02:28:37 AM,71.197,62.008
257,06/17/23 03:28:37 AM,70.938,62.348
258,06/17/23 04:28:37 AM,70.680,62.717
259,06/17/23 05:28:37 AM,70.466,63.000
260,06/17/23 06:28:37 AM,70.380,63.082
261,06/17/23 07:28:37 AM,71.024,62.174
262,06/17/23 08:28:37 AM,72.358,59.950
263,06/17/23 09:28:37 AM,73.092,59.032
264,06/17/23 10:28:37 AM,73.783,58.692
265,06/17/23 11:28:37 AM,74.647,57.530
266,06/17/23 12:28:37 PM,75.342,57.061
267,06/17/23 01:28:37 PM,75.994,56.555
268,06/17/23 02:28:37 PM,76.471,56.064
269,06/17/23 03:28:37 PM,76.777,55.839
270,06/17/23 04:28:37 PM,77.038,55.767
271,06/17/23 05:28:37 PM,77.301,55.381
272,06/17/23 06:28:37 PM,77.911,54.519
273,06/17/23 07:28:37 PM,76.820,55.968
274,06/17/23 08:28:37 PM,75.385,57.871
275,06/17/23 09:28:37 PM,74.518,58.847
276,06/17/23 10:28:37 PM,73.913,59.533
277,06/17/23 11:28:37 PM,73.438,59.952
278,06/18/23 12:28:37 AM,73.049,60.439
279,06/18/23 01:28:37 AM,72.747,60.778
280,06/18/23 02:28:37 AM,72.444,60.996
281,06/18/23 03:28:37 AM,72.230,61.281
282,06/18/23 04:28:37 AM,72.014,61.444
283,06/18/23 05:28:37 AM,71.841,61.642
284,06/18/23 06:28:37 AM,71.670,61.899
285,06/18/23 07:28:37 AM,71.712,61.903
286,06/18/23 08:28:37 AM,71.928,61.680
287,06/18/23 09:28:37 AM,72.401,60.900
288,06/18/23 10:28:37 AM,73.265,59.446
289,06/18/23 11:28:37 AM,74.431,57.543
290,06/18/23 12:28:37 PM,76.123,55.286
291,06/18/23 01:28:37 PM,77.475,53.667
292,06/18/23 02:28:37 PM,77.956,53.073
293,06/18/23 03:28:37 PM,77.605,53.803
294,06/18/23 04:28:37 PM,77.605,53.645
295,06/18/23 05:28:37 PM,77.736,53.214
296,06/18/23 06:28:37 PM,78.262,52.242
297,06/18/23 07:28:37 PM,77.693,52.768
298,06/18/23 08:28:37 PM,75.862,54.890
299,06/18/23 09:28:37 PM,74.779,56.082
300,06/18/23 10:28:37 PM,74.129,56.743
301,06/18/23 11:28:37 PM,73.654,57.075
302,06/19/23 12:28:37 AM,73.265,57.537
303,06/19/23 01:28:37 AM,72.963,57.913
304,06/19/23 02:28:37 AM,72.617,58.161
305,06/19/23 03:28:37 AM,72.271,58.162
306,06/19/23 04:28:37 AM,71.928,58.102
307,06/19/23 05:28:37 AM,71.670,58.480
308,06/19/23 06:28:37 AM,71.541,58.561
309,06/19/23 07:28:37 AM,71.497,58.711
310,06/19/23 08:28:37 AM,71.755,58.395
311,06/19/23 09:28:37 AM,72.100,58.055
312,06/19/23 10:28:37 AM,72.487,57.750
313,06/19/23 11:28:37 AM,73.395,56.527
314,06/19/23 12:28:37 PM,74.865,54.935
315,06/19/23 01:28:37 PM,76.037,53.240
316,06/19/23 02:28:37 PM,77.169,51.906
317,06/19/23 03:28:37 PM,78.174,51.092
318,06/19/23 04:28:37 PM,78.480,50.861
319,06/19/23 05:28:37 PM,78.042,51.496
320,06/19/23 06:28:37 PM,76.734,53.073
321,06/19/23 07:28:37 PM,77.169,52.349
322,06/19/23 08:28:37 PM,75.951,53.830
323,06/19/23 09:28:37 PM,74.865,55.278
324,06/19/23 10:28:37 PM,74.172,56.156
325,06/19/23 11:28:37 PM,73.654,56.951
326,06/20/23 12:28:37 AM,73.222,57.441
327,06/20/23 01:28:37 AM,72.833,57.933
328,06/20/23 02:28:37 AM,72.401,58.635
329,06/20/23 03:28:37 AM,72.100,58.977
330,06/20/23 04:28:37 AM,71.971,59.181
331,06/20/23 05:28:37 AM,71.841,59.415
332,06/20/23 06:28:37 AM,71.798,59.380
333,06/20/23 07:28:37 AM,73.049,57.426
334,06/20/23 08:28:37 AM,73.697,56.490
335,06/20/23 09:28:37 AM,74.475,55.465
336,06/20/23 10:28:37 AM,74.779,54.959
337,06/20/23 11:28:37 AM,75.429,54.448
338,06/20/23 12:28:37 PM,76.123,53.781
339,06/20/23 01:28:37 PM,76.777,53.297
340,06/20/23 02:28:37 PM,77.256,52.735
341,06/20/23 03:28:37 PM,77.650,52.227
342,06/20/23 04:28:37 PM,77.868,51.832
343,06/20/23 05:28:37 PM,78.130,51.471
344,06/20/23 06:28:37 PM,78.787,50.214
345,06/20/23 07:28:37 PM,79.358,48.686
346,06/20/23 08:28:37 PM,77.605,50.446
347,06/20/23 09:28:37 PM,76.167,52.114
348,06/20/23 10:28:37 PM,75.211,53.427
349,06/20/23 11:28:37 PM,74.518,54.282
350,06/21/23 12:28:37 AM,73.827,55.412
351,06/21/23 01:28:37 AM,73.265,56.299
352,06/21/23 02:28:37 AM,72.747,57.092
353,06/21/23 03:28:37 AM,72.230,57.912
354,06/21/23 04:28:37 AM,71.755,58.487
355,06/21/23 05:28:37 AM,71.325,59.033
356,06/21/23 06:28:37 AM,71.325,58.910
357,06/21/23 07:28:37 AM,72.574,57.140
358,06/21/23 08:28:37 AM,73.351,55.840
359,06/21/23 09:28:37 AM,73.999,54.990
360,06/21/23 10:28:37 AM,74.995,54.194
361,06/21/23 11:28:37 AM,76.167,52.651
362,06/21/23 12:28:37 PM,77.038,52.022
363,06/21/23 01:28:37 PM,77.779,51.444
364,06/21/23 02:28:37 PM,78.348,50.819
365,06/21/23 03:28:37 PM,78.742,50.019
366,06/21/23 04:28:37 PM,78.568,49.527
367,06/21/23 05:28:37 PM,78.742,48.610
368,06/21/23 06:28:37 PM,79.401,47.434
369,06/21/23 07:28:37 PM,79.930,46.631
370,06/21/23 08:28:37 PM,78.042,47.951
371,06/21/23 09:28:37 PM,76.602,49.193
372,06/21/23 10:28:37 PM,75.646,50.206
373,06/21/23 11:28:37 PM,74.865,51.257
374,06/22/23 12:28:37 AM,74.129,52.369
375,06/22/23 01:28:37 AM,73.524,53.389
376,06/22/23 02:28:37 AM,73.006,54.567
377,06/22/23 03:28:37 AM,72.444,55.269
378,06/22/23 04:28:37 AM,72.100,55.831
379,06/22/23 05:28:37 AM,71.798,56.333
380,06/22/23 06:28:37 AM,71.712,56.388
381,06/22/23 07:28:37 AM,71.884,56.185
382,06/22/23 08:28:37 AM,72.574,55.031
383,06/22/23 09:28:37 AM,73.308,54.248
384,06/22/23 10:28:37 AM,74.561,52.528
385,06/22/23 11:28:37 AM,75.862,50.857
386,06/22/23 12:28:37 PM,76.602,50.117
387,06/22/23 01:28:37 PM,77.081,49.579
388,06/22/23 02:28:37 PM,77.475,49.224
389,06/22/23 03:28:37 PM,77.387,49.345
390,06/22/23 04:28:37 PM,75.081,52.126
391,06/22/23 05:28:37 PM,74.302,52.508
392,06/22/23 06:28:37 PM,76.559,49.254
393,06/22/23 07:28:37 PM,77.736,47.865
394,06/22/23 08:28:37 PM,75.690,49.605
395,06/22/23 09:28:37 PM,73.135,52.449
396,06/22/23 10:28:37 PM,71.798,53.941
397,06/22/23 11:28:37 PM,70.767,55.660
398,06/23/23 12:28:37 AM,69.865,57.067
399,06/23/23 01:28:37 AM,69.049,58.225
400,06/23/23 02:28:37 AM,68.320,59.200
401,06/23/23 03:28:37 AM,67.977,59.930
402,06/23/23 04:28:37 AM,67.249,60.895
403,06/23/23 05:28:37 AM,66.949,61.441
404,06/23/23 06:28:37 AM,66.735,61.723
405,06/23/23 07:28:37 AM,67.591,59.501
406,06/23/23 08:28:37 AM,68.020,58.350
407,06/23/23 09:28:37 AM,68.448,57.898
408,06/23/23 10:28:37 AM,69.692,55.912
409,06/23/23 11:28:37 AM,70.336,55.037
410,06/23/23 12:28:37 PM,71.154,53.734
411,06/23/23 01:28:37 PM,71.884,53.074
412,06/23/23 02:28:37 PM,72.919,51.773
413,06/23/23 03:28:37 PM,72.876,52.335
414,06/23/23 04:28:37 PM,72.919,52.339
415,06/23/23 05:28:37 PM,73.135,51.600
416,06/23/23 06:28:37 PM,73.567,50.655
417,06/23/23 07:28:37 PM,73.870,50.329
418,06/23/23 08:28:37 PM,72.444,52.585
419,06/23/23 09:28:37 PM,71.238,53.616
420,06/23/23 10:28:37 PM,70.293,55.250
421,06/23/23 11:28:37 PM,69.264,57.569
422,06/24/23 12:28:37 AM,68.320,59.534
423,06/24/23 01:28:37 AM,67.635,60.839
424,06/24/23 02:28:37 AM,67.120,61.818
425,06/24/23 03:28:37 AM,66.607,62.853
426,06/24/23 04:28:37 AM,66.222,63.774
427,06/24/23 05:28:37 AM,66.007,64.231
428,06/24/23 06:28:37 AM,66.007,64.261
429,06/24/23 07:28:37 AM,67.377,61.902
430,06/24/23 08:28:37 AM,68.191,61.131
431,06/24/23 09:28:37 AM,69.134,59.545
432,06/24/23 10:28:37 AM,69.649,59.010
433,06/24/23 11:28:37 AM,70.810,57.638
434,06/24/23 12:28:37 PM,71.670,56.817
435,06/24/23 01:28:37 PM,72.271,56.279
436,06/24/23 02:28:37 PM,72.919,55.681
437,06/24/23 03:28:37 PM,73.179,55.671
438,06/24/23 04:28:37 PM,73.179,55.919
439,06/24/23 05:28:37 PM,73.222,55.550
440,06/24/23 06:28:37 PM,73.524,54.702
441,06/24/23 07:28:37 PM,73.999,53.865
442,06/24/23 08:28:37 PM,72.574,55.373
443,06/24/23 09:28:37 PM,71.325,56.819
444,06/24/23 10:28:37 PM,70.207,58.691
445,06/24/23 11:28:37 PM,69.220,60.586
446,06/25/23 12:28:37 AM,68.405,62.116
447,06/25/23 01:28:37 AM,67.635,63.638
448,06/25/23 02:28:37 AM,67.077,64.601
449,06/25/23 03:28:37 AM,66.691,65.398
450,06/25/23 04:28:37 AM,66.306,66.102
451,06/25/23 05:28:37 AM,66.349,66.106
452,06/25/23 06:28:37 AM,66.393,66.110
453,06/25/23 07:28:37 AM,66.564,65.741
454,06/25/23 08:28:37 AM,67.163,64.430
455,06/25/23 09:28:37 AM,68.277,62.406
456,06/25/23 10:28:37 AM,69.564,60.283
457,06/25/23 11:28:37 AM,69.822,59.879
458,06/25/23 12:28:37 PM,70.551,58.905
459,06/25/23 01:28:37 PM,71.411,57.935
460,06/25/23 02:28:37 PM,72.057,57.189
461,06/25/23 03:28:37 PM,72.444,56.572
462,06/25/23 04:28:37 PM,72.574,56.552
463,06/25/23 05:28:37 PM,72.617,56.370
464,06/25/23 06:28:37 PM,73.049,55.598
465,06/25/23 07:28:37 PM,73.567,54.550
466,06/25/23 08:28:37 PM,72.100,56.760
467,06/25/23 09:28:37 PM,70.894,58.045
468,06/25/23 10:28:37 PM,69.778,59.845
469,06/25/23 11:28:37 PM,68.920,61.317
470,06/26/23 12:28:37 AM,67.933,63.276
471,06/26/23 01:28:37 AM,67.291,64.592
472,06/26/23 02:28:37 AM,66.778,65.554
473,06/26/23 03:28:37 AM,66.349,66.313
474,06/26/23 04:28:37 AM,66.178,66.799
475,06/26/23 05:28:37 AM,65.921,67.068
476,06/26/23 06:28:37 AM,65.964,66.955
477,06/26/23 07:28:37 AM,67.678,63.821
478,06/26/23 08:28:37 AM,68.362,62.745
479,06/26/23 09:28:37 AM,68.920,62.284
480,06/26/23 10:28:37 AM,69.478,61.852
481,06/26/23 11:28:37 AM,70.207,61.100
482,06/26/23 12:28:37 PM,71.110,60.267
483,06/26/23 01:28:37 PM,71.884,59.510
484,06/26/23 02:28:37 PM,72.358,59.122
485,06/26/23 03:28:37 PM,72.963,58.252
486,06/26/23 04:28:37 PM,73.179,58.055
487,06/26/23 05:28:37 PM,73.135,57.835
488,06/26/23 06:28:37 PM,73.438,56.995
489,06/26/23 07:28:37 PM,73.654,56.424
490,06/26/23 08:28:37 PM,72.271,57.885
491,06/26/23 09:28:37 PM,70.810,59.905
492,06/26/23 10:28:37 PM,69.822,61.186
493,06/26/23 11:28:37 PM,69.134,62.575
494,06/27/23 12:28:37 AM,68.491,63.298
495,06/27/23 01:28:37 AM,67.977,63.969
496,06/27/23 02:28:37 AM,67.548,64.676
497,06/27/23 03:28:37 AM,67.077,65.435
498,06/27/23 04:28:37 AM,66.778,66.088
499,06/27/23 05:28:37 AM,66.436,66.706
500,06/27/23 06:28:37 AM,66.436,66.883
501,06/27/23 07:28:37 AM,68.662,62.893
502,06/27/23 08:28:37 AM,70.551,60.431
503,06/27/23 09:28:37 AM,70.551,61.252
504,06/27/23 10:28:37 AM,70.637,61.351
505,06/27/23 11:28:37 AM,72.100,59.957
506,06/27/23 12:28:37 PM,72.187,60.057
507,06/27/23 01:28:37 PM,72.574,59.632
508,06/27/23 02:28:37 PM,72.963,59.390
509,06/27/23 03:28:37 PM,73.308,59.082
510,06/27/23 04:28:37 PM,73.395,58.905
511,06/27/23 05:28:37 PM,73.524,58.485
512,06/27/23 06:28:37 PM,73.913,57.499
513,06/27/23 07:28:37 PM,74.129,56.960
514,06/27/23 08:28:37 PM,72.703,58.415
515,06/27/23 09:28:37 PM,71.110,60.389
516,06/27/23 10:28:37 PM,69.949,61.986
517,06/27/23 11:28:37 PM,69.177,62.820
518,06/28/23 12:28:37 AM,68.535,64.022
519,06/28/23 01:28:37 AM,68.106,64.848
520,06/28/23 02:28:37 AM,67.762,65.769
521,06/28/23 03:28:37 AM,67.505,66.219
522,06/28/23 04:28:37 AM,67.249,66.697
523,06/28/23 05:28:37 AM,68.020,66.180
524,06/28/23 06:28:37 AM,67.635,65.816
525,06/28/23 07:28:37 AM,67.505,65.625
526,06/28/23 08:28:37 AM,68.662,64.064
527,06/28/23 09:28:37 AM,69.391,62.720
528,06/28/23 10:28:37 AM,70.423,61.331
529,06/28/23 11:28:37 AM,71.798,59.564
530,06/28/23 12:28:37 PM,71.755,60.233
531,06/28/23 01:28:37 PM,72.230,60.030
532,06/28/23 02:28:37 PM,72.531,60.087
533,06/28/23 03:28:37 PM,72.919,59.723
534,06/28/23 04:28:37 PM,73.006,59.792
535,06/28/23 05:28:37 PM,73.092,59.707
536,06/28/23 06:28:37 PM,73.524,58.762
537,06/28/23 07:28:37 PM,73.697,58.068
538,06/28/23 08:28:37 PM,72.100,59.988
539,06/28/23 09:28:37 PM,70.938,61.347
540,06/28/23 10:28:37 PM,69.949,62.469
541,06/28/23 11:28:37 PM,69.220,63.606
542,06/29/23 12:28:37 AM,68.578,64.535
543,06/29/23 01:28:37 AM,67.892,65.513
544,06/29/23 02:28:37 AM,67.377,66.473
545,06/29/23 03:28:37 AM,67.077,67.065
546,06/29/23 04:28:37 AM,68.063,66.422
547,06/29/23 05:28:37 AM,67.806,66.248
548,06/29/23 06:28:37 AM,67.420,66.833
549,06/29/23 07:28:37 AM,67.420,66.744
550,06/29/23 08:28:37 AM,68.405,65.742
551,06/29/23 09:28:37 AM,69.348,63.829
